SimpleName,num,bleu score,description,MethodName,all score
setTextContent,1,1,This DOM Level 3 method is not supported for IIOMetadataNode and will throw a DOMException.,;javax.imageio.metadata.IIOMetadataNode.setTextContent(String),;1
setTextNonSelectionColor,1,1,Sets the color the text is drawn with when the node isn't selected.,;javax.swing.tree.DefaultTreeCellRenderer.setTextNonSelectionColor(Color),;1
setTextSelectionColor,1,1,Sets the color the text is drawn with when the node is selected.,;javax.swing.tree.DefaultTreeCellRenderer.setTextSelectionColor(Color),;1
setThreadFactory,1,1,Sets the thread factory used to create new threads.,;java.util.concurrent.ThreadPoolExecutor.setThreadFactory(ThreadFactory),;1
setThreadID,1,1,Set an identifier for the thread where the message originated.,;java.util.logging.LogRecord.setThreadID(int),;1
setThreshold,1,1,"Deprecated.As of JMX 1.2, replaced by setInitThreshold(java.lang.Number)",;javax.management.monitor.CounterMonitor.setThreshold(Number),;1
setThresholds,1,1,Sets the high and the low threshold values common to all observed MBeans.,";javax.management.monitor.GaugeMonitor.setThresholds(Number,Number)",;1
setThrown,1,1,Set a throwable associated with the log event.,;java.util.logging.LogRecord.setThrown(Throwable),;1
setThumbnails,1,1,"Sets the list of thumbnails to a new List of BufferedImages, or to null. The reference to the previous List is discarded. The thumbnails argument must either be null or contain only BufferedImage objects.",;javax.imageio.IIOImage.setThumbnails(List&lt;?),;1
setTick,1,1,"Sets the time-stamp for the event, in MIDI ticks",;javax.sound.midi.MidiEvent.setTick(long),;1
setTiling,1,1,"Specifies that the image should be tiled in the output stream. The tileWidth and tileHeight parameters specify the width and height of the tiles in the file. If the tile width or height is greater than the width or height of the image, the image is not tiled in that dimension. If canOffsetTiles returns false, then the tileGridXOffset and tileGridYOffset parameters must be zero.",";javax.imageio.ImageWriteParam.setTiling(int,int,int,int)",;1
setTimeInMillis,1,1,Sets this Calendar's current time from the given long value.,;java.util.Calendar.setTimeInMillis(long),;1
setTimeLimit,1,1,"Sets the time limit of these SearchControls in milliseconds. If the value is 0, this means to wait indefinitely.",;javax.naming.directory.SearchControls.setTimeLimit(int),;1
setTimeStamp,1,1,Set the notification timestamp.,;javax.management.Notification.setTimeStamp(long),;1
setTimezone,1,1,Set the number of minutes in the timezone offset.Unset this field by invoking the setter with a parameter value of DatatypeConstants.FIELD_UNDEFINED.,;javax.xml.datatype.XMLGregorianCalendar.setTimezone(int),;1
setTipText,1,1,Sets the text to show when the tool tip is displayed. The string tipText may be null.,;javax.swing.JToolTip.setTipText(String),;1
setTitleAt,1,1,Sets the title at index to title which can be null. The title is not shown if a tab component for this tab was specified. An internal exception is raised if there is no tab at that index.,";javax.swing.JTabbedPane.setTitleAt(int,String)",;1
setTitleColor,1,1,Sets the title-color of the titled border.,;javax.swing.border.TitledBorder.setTitleColor(Color),;1
setTitleFont,1,1,Sets the title-font of the titled border.,;javax.swing.border.TitledBorder.setTitleFont(Font),;1
setTitleJustification,1,1,Sets the title-justification of the titled border.,;javax.swing.border.TitledBorder.setTitleJustification(int),;1
setTitlePosition,1,1,Sets the title-position of the titled border.,;javax.swing.border.TitledBorder.setTitlePosition(int),;1
setToggleClickCount,1,1,Sets the number of mouse clicks before a node will expand or close. The default is two. This is a bound property.,;javax.swing.JTree.setToggleClickCount(int),;1
setToIdentity,1,1,Resets this transform to the Identity transform.,;java.awt.geom.AffineTransform.setToIdentity(),;1
setTokenThreshold,1,1,Sets the number of tokens to buffer before trying to update the documents element structure.,;javax.swing.text.html.HTMLDocument.setTokenThreshold(int),;1
setToolTip,1,1,"Sets the tooltip string for this TrayIcon. The tooltip is displayed automatically when the mouse hovers over the icon. Setting the tooltip to null removes any tooltip text. When displayed, the tooltip string may be truncated on some platforms; the number of characters that may be displayed is platform-dependent.",;java.awt.TrayIcon.setToolTip(String),;1
setToolTipText,1,1,Registers the text to display in a tool tip. The text displays when the cursor lingers over the component. See How to Use Tool Tips in The Java Tutorial for further documentation.,;javax.swing.JComponent.setToolTipText(String),;1
setToolTipTextAt,1,1,Sets the tooltip text at index to toolTipText which can be null. An internal exception is raised if there is no tab at that index.,";javax.swing.JTabbedPane.setToolTipTextAt(int,String)",;1
setToPage,1,1,"Specifies, for jobs using these attributes, the last page (inclusive) to be printed, if a range of pages is to be printed. If this attribute is not specified, then the values from the pageRanges attribute are used. If pageRanges and either or both of fromPage and toPage are specified, pageRanges takes precedence. Specifying none of pageRanges, fromPage, or toPage is equivalent to calling setPageRanges(new int[][] { new int[] { minPage } });",;java.awt.JobAttributes.setToPage(int),;1
setTopComponent,1,1,"Sets the component above, or to the left of the divider.",;javax.swing.JSplitPane.setTopComponent(Component),;1
setTopDown,1,1,"If set, the data will be written out in a top-down manner, the first scanline being written first.",;javax.imageio.plugins.bmp.BMPImageWriteParam.setTopDown(boolean),;1
setTopInset,1,1,Set the top part of the margin around the view.,;javax.swing.text.AsyncBoxView.setTopInset(float),;1
setToScale,1,1,Sets this transform to a scaling transformation. The matrix representing this transform becomes: [ sx 0 0 ] [ 0 sy 0 ] [ 0 0 1 ],";java.awt.geom.AffineTransform.setToScale(double,double)",;1
setToShear,1,1,Sets this transform to a shearing transformation. The matrix representing this transform becomes: [ 1 shx 0 ] [ shy 1 0 ] [ 0 0 1 ],";java.awt.geom.AffineTransform.setToShear(double,double)",;1
setToTranslation,1,1,Sets this transform to a translation transformation. The matrix representing this transform becomes: [ 1 0 tx ] [ 0 1 ty ] [ 0 0 1 ],";java.awt.geom.AffineTransform.setToTranslation(double,double)",;1
setTransactionIsolation,1,1,"Sets the transaction isolation property for this JDBC RowSet object to the given constant. The DBMS will use this transaction isolation level for transactions if it can. For RowSet implementations such as the CachedRowSet that operate in a disconnected environment, the SyncProvider object being used offers complementary locking and data integrity options. The options described below are pertinent only to connected RowSet objects (JdbcRowSet objects).",;javax.sql.rowset.BaseRowSet.setTransactionIsolation(int),;1
setTree,1,1,Sets the tree currently editing for. This is needed to add a selection listener.,;javax.swing.tree.DefaultTreeCellEditor.setTree(JTree),;1
